dune exec -- bench/run_bench.exe --onlyip --dir /home/etudiant/Cours/stage/TPTP-v9.2.1/Problems/SYN/ --time-limit 3 --robust-time-limit  --logs bench_logs_original_repro  --mode ordered-fallback
problem                                                      | expected           | rating       | ip                    
SYN195-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN196-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (2.829s)
SYN197-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.174s)
SYN198-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN199-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (3.005s)
SYN200-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN201-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN202-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.013s)      
SYN203-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN204-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN205-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN206-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN207-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN208-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN209-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.013s)      
SYN210-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN211-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN212-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.013s)      
SYN213-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN214-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN214-10.p                                                  | Unsatisfiable      | 0.09 v9.1.0  | Timeout (1.304s)      
SYN215-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN216-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN217-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN218-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN219-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN220-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.013s)      
SYN221-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN222-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN223-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.013s)      
SYN224-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.013s)      
SYN225-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN226-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN227-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN228-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.013s)      
SYN229-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN230-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.013s)      
SYN231-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN232-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN233-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN234-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN235-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN236-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.014s)      
SYN237-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.194s)
SYN238-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.193s)
SYN239-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.199s)
SYN240-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.204s)
SYN241-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.180s)
SYN242-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.186s)
SYN243-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.606s)
SYN244-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.204s)
SYN245-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.189s)
SYN246-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.330s)
SYN247-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.195s)
SYN248-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.011s)      
SYN249-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN250-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.013s)      
SYN251-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.631s)
SYN252-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN253-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.011s)      
SYN254-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.017s)      
SYN255-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.260s)
SYN256-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.866s)
SYN257-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.143s)
SYN258-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.900s)
SYN259-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.881s)
SYN260-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.836s)
SYN261-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.233s)
SYN262-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.011s)      
SYN263-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN264-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN265-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Unsatisfiable (0.455s)
SYN266-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.012s)      
SYN267-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.017s)      
SYN268-1.p                                                   | Unsatisfiable      | 0.00 v7.3.0  | Timeout (3.016s)      
make: *** [Makefile:55: bench] Complété
