dune exec -- bench/run_bench.exe --onlyip --dir /home/etudiant/Cours/stage/TPTP-v9.2.1/Problems/SYN/ --time-limit 3 --robust-time-limit  --logs bench_logs_syn_final  --mode ordered-fallback
problem                                                      | expected           | rating       | ip                    
SYN567-1.p                                                   | Unsatisfiable      | 0.00 v2.5.0  | Timeout (3.012s)      
SYN568-1.p                                                   | Unsatisfiable      | 0.00 v2.6.0  | Timeout (3.010s)      
SYN569-1.p                                                   | Unsatisfiable      | 0.06 v9.1.0  | Timeout (3.011s)      
SYN570-1.p                                                   | Unsatisfiable      | 0.00 v5.4.0  | Unsatisfiable (1.626s)
SYN571-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Timeout (3.011s)      
SYN572-1.p                                                   | Unsatisfiable      | 0.18 v9.1.0  | Timeout (3.011s)      
SYN573-1.p                                                   | Unsatisfiable      | 0.00 v9.1.0  | Timeout (3.011s)      
SYN574-1.p                                                   | Unsatisfiable      | 0.00 v6.3.0  | Timeout (3.010s)      
SYN575-1.p                                                   | Unsatisfiable      | 0.00 v7.1.0  | Timeout (3.011s)      
SYN576-1.p                                                   | Unsatisfiable      | 0.23 v9.1.0  | Timeout (3.011s)      
SYN577-1.p                                                   | Unsatisfiable      | 0.18 v9.1.0  | Timeout (3.011s)      
SYN578-1.p                                                   | Unsatisfiable      | 0.00 v7.1.0  | Timeout (3.011s)      
SYN579-1.p                                                   | Unsatisfiable      | 0.00 v7.1.0  | Timeout (3.012s)      
SYN580-1.p                                                   | Unsatisfiable      | 0.00 v6.3.0  | Timeout (3.011s)      
SYN581-1.p                                                   | Unsatisfiable      | 0.00 v2.5.0  | Timeout (3.011s)      
SYN582-1.p                                                   | Unsatisfiable      | 0.00 v2.5.0  | Timeout (3.011s)      
SYN583-1.p                                                   | Unsatisfiable      | 0.00 v5.0.0  | Timeout (3.011s)      
SYN584-1.p                                                   | Unsatisfiable      | 0.00 v6.1.0  | Timeout (3.011s)      
SYN585-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Timeout (3.011s)      
SYN586-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Timeout (3.011s)      
SYN587-1.p                                                   | Unsatisfiable      | 0.00 v6.0.0  | Timeout (3.011s)      
SYN588-1.p                                                   | Unsatisfiable      | 0.06 v9.1.0  | Timeout (3.012s)      
SYN589-1.p                                                   | Unsatisfiable      | 0.06 v9.1.0  | Timeout (3.012s)      
SYN590-1.p                                                   | Unsatisfiable      | 0.00 v5.3.0  | Timeout (3.011s)      
SYN591-1.p                                                   | Unsatisfiable      | 0.00 v7.1.0  | Timeout (3.013s)      
SYN592-1.p                                                   | Unsatisfiable      | 0.00 v7.1.0  | Timeout (3.011s)      
SYN593-1.p                                                   | Unsatisfiable      | 0.00 v2.5.0  | Timeout (3.011s)      
SYN594-1.p                                                   | Unsatisfiable      | 0.00 v2.5.0  | Timeout (3.012s)      
SYN595-1.p                                                   | Unsatisfiable      | 0.00 v9.1.0  | Timeout (3.012s)      
SYN596-1.p                                                   | Unsatisfiable      | 0.00 v5.3.0  | Timeout (3.010s)      
SYN597-1.p                                                   | Unsatisfiable      | 0.41 v9.1.0  | Timeout (3.011s)      
SYN598-1.p                                                   | Unsatisfiable      | 0.24 v9.1.0  | Timeout (3.011s)      
SYN598-10.p                                                  | Unsatisfiable      | 0.65 v9.1.0  | Timeout (1.185s)      
SYN599-1.p                                                   | Unsatisfiable      | 0.29 v9.1.0  | Timeout (3.011s)      
SYN600-1.p                                                   | Unsatisfiable      | 0.24 v9.1.0  | Timeout (3.011s)      
SYN601-1.p                                                   | Unsatisfiable      | 0.24 v9.1.0  | Timeout (3.011s)      
SYN602-1.p                                                   | Unsatisfiable      | 0.18 v9.1.0  | Timeout (3.013s)      
SYN603-1.p                                                   | Unsatisfiable      | 0.18 v9.1.0  | Timeout (3.012s)      
SYN604-1.p                                                   | Unsatisfiable      | 0.00 v9.1.0  | Timeout (3.010s)      
SYN605-1.p                                                   | Unsatisfiable      | 0.00 v9.1.0  | Timeout (3.010s)      
SYN606-1.p                                                   | Unsatisfiable      | 0.00 v9.1.0  | Timeout (3.012s)      
SYN607-1.p                                                   | Unsatisfiable      | 0.00 v9.1.0  | Timeout (3.010s)      
SYN608-1.p                                                   | Unsatisfiable      | 0.00 v9.1.0  | Timeout (3.011s)      
SYN609-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Timeout (3.011s)      
SYN610-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Timeout (3.011s)      
SYN611-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Timeout (3.013s)      
SYN612-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Timeout (3.011s)      
SYN613-1.p                                                   | Unsatisfiable      | 0.00 v5.0.0  | Timeout (3.010s)      
SYN614-1.p                                                   | Unsatisfiable      | 0.47 v9.0.0  | Timeout (3.011s)      
SYN615-1.p                                                   | Unsatisfiable      | 0.71 v9.1.0  | Timeout (3.012s)      
SYN615-10.p                                                  | Unsatisfiable      | 0.91 v9.0.0  | Timeout (1.193s)      
SYN616-1.p                                                   | Unsatisfiable      | 0.53 v9.1.0  | Timeout (3.011s)      
SYN617-1.p                                                   | Unsatisfiable      | 0.59 v9.1.0  | Timeout (3.012s)      
SYN618-1.p                                                   | Unsatisfiable      | 0.00 v5.3.0  | Timeout (3.011s)      
SYN619-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Timeout (3.012s)      
SYN620-1.p                                                   | Unsatisfiable      | 0.00 v6.3.0  | Timeout (3.011s)      
SYN621-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Timeout (3.012s)      
SYN622-1.p                                                   | Unsatisfiable      | 0.00 v9.1.0  | Timeout (3.011s)      
SYN623-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.011s)      
SYN624-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Timeout (3.011s)      
SYN625-1.p                                                   | Unsatisfiable      | 0.00 v7.1.0  | Timeout (3.011s)      
SYN626-1.p                                                   | Unsatisfiable      | 0.00 v2.5.0  | Timeout (3.011s)      
SYN627-1.p                                                   | Unsatisfiable      | 0.00 v5.0.0  | Timeout (3.010s)      
SYN628-1.p                                                   | Unsatisfiable      | 0.29 v9.1.0  | Timeout (3.011s)      
SYN629-1.p                                                   | Unsatisfiable      | 0.47 v9.1.0  | Timeout (3.011s)      
SYN630-1.p                                                   | Unsatisfiable      | 0.00 v4.0.0  | Timeout (3.012s)      
SYN631-1.p                                                   | Unsatisfiable      | 0.24 v9.1.0  | Timeout (3.011s)      
SYN632-1.p                                                   | Unsatisfiable      | 0.00 v5.3.0  | Timeout (3.010s)      
SYN633-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Timeout (3.011s)      
SYN634-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Timeout (3.011s)      
SYN635-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Timeout (3.011s)      
SYN636-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Timeout (3.011s)      
SYN637-1.p                                                   | Unsatisfiable      | 0.00 v8.1.0  | Timeout (3.011s)      
SYN638-1.p                                                   | Unsatisfiable      | 0.00 v8.1.0  | Timeout (3.011s)      
SYN639-1.p                                                   | Unsatisfiable      | 0.24 v9.1.0  | Timeout (3.011s)      
SYN640-1.p                                                   | Unsatisfiable      | 0.24 v9.1.0  | Timeout (3.012s)      
SYN641-1.p                                                   | Unsatisfiable      | 0.00 v7.1.0  | Timeout (3.011s)      
SYN642-1.p                                                   | Unsatisfiable      | 0.00 v7.1.0  | Timeout (3.011s)      
SYN643-1.p                                                   | Unsatisfiable      | 0.00 v7.1.0  | Timeout (3.010s)      
SYN644-1.p                                                   | Unsatisfiable      | 0.15 v9.1.0  | Timeout (3.011s)      
SYN645-1.p                                                   | Unsatisfiable      | 0.15 v9.1.0  | Timeout (3.012s)      
SYN646-1.p                                                   | Unsatisfiable      | 0.24 v9.1.0  | Timeout (3.011s)      
SYN647-1.p                                                   | Unsatisfiable      | 0.24 v9.1.0  | Timeout (3.011s)      
SYN648-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Timeout (3.011s)      
SYN649-1.p                                                   | Unsatisfiable      | 0.06 v9.1.0  | Timeout (3.011s)      
SYN650-1.p                                                   | Unsatisfiable      | 0.23 v9.1.0  | Timeout (3.012s)      
SYN651-1.p                                                   | Unsatisfiable      | 0.00 v5.4.0  | Timeout (3.011s)      
SYN652-1.p                                                   | Unsatisfiable      | 0.00 v5.4.0  | Unsatisfiable (1.469s)
SYN653-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.012s)      
SYN654-1.p                                                   | Unsatisfiable      | 0.06 v9.1.0  | Timeout (3.011s)      
SYN655-1.p                                                   | Unsatisfiable      | 0.06 v9.1.0  | Timeout (3.012s)      
SYN656-1.p                                                   | Unsatisfiable      | 0.00 v7.1.0  | Timeout (3.011s)      
SYN657-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Timeout (3.011s)      
SYN658-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Timeout (3.011s)      
SYN659-1.p                                                   | Unsatisfiable      | 0.00 v5.5.0  | Timeout (3.011s)      
SYN660-1.p                                                   | Unsatisfiable      | 0.00 v7.1.0  | Timeout (3.010s)      
SYN661-1.p                                                   | Unsatisfiable      | 0.00 v7.4.0  | Timeout (3.011s)      
SYN662-1.p                                                   | Unsatisfiable      | 0.00 v7.1.0  | Timeout (3.012s)      
SYN663-1.p                                                   | Unsatisfiable      | 0.00 v5.0.0  | Timeout (3.011s)      
SYN664-1.p                                                   | Unsatisfiable      | 0.00 v7.1.0  | Timeout (3.011s)      
SYN665-1.p                                                   | Unsatisfiable      | 0.00 v7.1.0  | Timeout (3.011s)      
SYN666-1.p                                                   | Unsatisfiable      | 0.00 v2.5.0  | Unsatisfiable (0.722s)
SYN667-1.p                                                   | Unsatisfiable      | 0.00 v2.5.0  | Unsatisfiable (0.922s)
SYN668-1.p                                                   | Unsatisfiable      | 0.00 v2.5.0  | Unsatisfiable (0.664s)
SYN669-1.p                                                   | Unsatisfiable      | 0.00 v2.5.0  | Unsatisfiable (0.922s)
SYN670-1.p                                                   | Unsatisfiable      | 0.00 v2.5.0  | Unsatisfiable (0.604s)
SYN671-1.p                                                   | Unsatisfiable      | 0.00 v2.5.0  | Unsatisfiable (0.766s)
SYN672-1.p                                                   | Unsatisfiable      | 0.00 v5.2.0  | Timeout (3.010s)      
SYN673-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Timeout (3.011s)      
SYN674-1.p                                                   | Unsatisfiable      | 0.00 v5.0.0  | Timeout (3.011s)      
SYN675-1.p                                                   | Unsatisfiable      | 0.00 v5.0.0  | Timeout (3.011s)      
SYN676-1.p                                                   | Unsatisfiable      | 0.00 v5.0.0  | Timeout (3.011s)      
SYN677-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Timeout (3.012s)      
SYN678-1.p                                                   | Unsatisfiable      | 0.00 v5.0.0  | Timeout (3.011s)      
SYN679-1.p                                                   | Unsatisfiable      | 0.00 v7.0.0  | Timeout (3.011s)      
SYN680-1.p                                                   | Unsatisfiable      | 0.00 v5.0.0  | Timeout (3.011s)      
SYN681-1.p                                                   | Unsatisfiable      | 0.00 v5.0.0  | Timeout (3.011s)      
SYN682-1.p                                                   | Unsatisfiable      | 0.00 v5.0.0  | Timeout (3.012s)      
SYN683-1.p                                                   | Unsatisfiable      | 0.00 v5.0.0  | Timeout (3.011s)      
SYN684-1.p                                                   | Unsatisfiable      | 0.00 v5.0.0  | Timeout (3.011s)      
SYN685-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Timeout (3.011s)      
SYN686-1.p                                                   | Unsatisfiable      | 0.00 v5.4.0  | Timeout (3.011s)      
SYN687-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Timeout (3.011s)      
SYN688-1.p                                                   | Unsatisfiable      | 0.00 v8.1.0  | Timeout (3.012s)      
SYN689-1.p                                                   | Unsatisfiable      | 0.00 v8.1.0  | Timeout (3.012s)      
SYN690-1.p                                                   | Unsatisfiable      | 0.23 v9.1.0  | Timeout (3.010s)      
SYN691-1.p                                                   | Unsatisfiable      | 0.00 v5.4.0  | Timeout (3.010s)      
SYN692-1.p                                                   | Unsatisfiable      | 0.15 v9.1.0  | Timeout (3.011s)      
SYN693-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Timeout (3.013s)      
SYN694-1.p                                                   | Unsatisfiable      | 0.15 v9.1.0  | Timeout (3.011s)      
SYN695-1.p                                                   | Unsatisfiable      | 0.15 v9.1.0  | Timeout (3.012s)      
SYN696-1.p                                                   | Unsatisfiable      | 0.15 v9.1.0  | Timeout (3.011s)      
SYN697-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Timeout (3.012s)      
SYN698-1.p                                                   | Unsatisfiable      | 0.15 v9.1.0  | Timeout (3.013s)      
SYN699-1.p                                                   | Unsatisfiable      | 0.15 v9.1.0  | Timeout (3.012s)      
SYN700-1.p                                                   | Unsatisfiable      | 0.15 v9.1.0  | Timeout (3.011s)      
SYN701-1.p                                                   | Unsatisfiable      | 0.08 v9.1.0  | Timeout (3.012s)      
SYN702-1.p                                                   | Unsatisfiable      | 0.00 v8.1.0  | Timeout (3.012s)      
SYN703-1.p                                                   | Unsatisfiable      | 0.00 v8.1.0  | Timeout (3.011s)      
SYN704-1.p                                                   | Unsatisfiable      | 0.18 v9.1.0  | Timeout (3.012s)      
SYN705-1.p                                                   | Unsatisfiable      | 0.00 v8.1.0  | Timeout (3.011s)      
SYN706-1.p                                                   | Unsatisfiable      | 0.00 v8.1.0  | Timeout (3.012s)      
SYN707-1.p                                                   | Unsatisfiable      | 0.24 v9.1.0  | Timeout (3.012s)      
SYN708-1.p                                                   | Unsatisfiable      | 0.24 v9.1.0  | Timeout (3.013s)      
SYN708-10.p                                                  | Unsatisfiable      | 0.74 v9.1.0  | Error (0.040s)        
SYN709-1.p                                                   | Unsatisfiable      | 0.00 v8.1.0  | Timeout (3.010s)      
SYN710-1.p                                                   | Unsatisfiable      | 0.00 v6.3.0  | Timeout (3.011s)      
SYN711-1.p                                                   | Unsatisfiable      | 0.29 v9.1.0  | Timeout (3.012s)      
SYN712-1.p                                                   | Unsatisfiable      | 0.00 v8.1.0  | Timeout (3.011s)      
SYN713-1.p                                                   | Unsatisfiable      | 0.00 v7.1.0  | Timeout (3.011s)      
SYN714-1.p                                                   | Unsatisfiable      | 0.00 v5.5.0  | Timeout (3.012s)      
SYN715-1.p                                                   | Unsatisfiable      | 0.00 v5.4.0  | Timeout (3.014s)      
SYN716-1.p                                                   | Unsatisfiable      | 0.00 v8.1.0  | Timeout (3.011s)      
SYN717-1.p                                                   | Unsatisfiable      | 0.00 v7.4.0  | Timeout (3.011s)      
SYN718-1.p                                                   | Unsatisfiable      | 0.31 v9.1.0  | Timeout (3.012s)      
SYN719-1.p                                                   | Unsatisfiable      | 0.06 v9.1.0  | Timeout (3.011s)      
SYN720-1.p                                                   | Satisfiable        | 0.00 v3.2.0  | Timeout (3.016s)      
SYN721+1.p                                                   | Theorem            | 0.00 v2.5.0  | Unsatisfiable (0.009s)
SYN721-1.p                                                   | Unsatisfiable      | 0.00 v2.5.0  | Unsatisfiable (0.008s)
SYN722+1.p                                                   | Theorem            | 0.00 v5.5.0  | Unsatisfiable (0.014s)
SYN723+1.p                                                   | Theorem            | 0.20 v9.0.0  | Error (5.095s)        
SYN724+1.p                                                   | Theorem            | 0.00 v4.0.1  | Unsatisfiable (0.012s)
SYN724-1.p                                                   | Unsatisfiable      | 0.00 v2.5.0  | Unsatisfiable (0.012s)
SYN725+1.p                                                   | CounterSatisfiable | 0.00 v4.1.0  | GaveUp (0.007s)       
SYN726+1.p                                                   | Theorem            | 0.00 v5.3.0  | Unsatisfiable (1.208s)
SYN726-1.p                                                   | Unsatisfiable      | 0.00 v2.5.0  | Unsatisfiable (1.224s)
SYN727+1.p                                                   | Theorem            | 0.00 v6.3.0  | Unsatisfiable (0.008s)
SYN727-1.p                                                   | Unsatisfiable      | 0.00 v5.4.0  | Unsatisfiable (0.006s)
SYN728+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.014s)
SYN728-1.p                                                   | Unsatisfiable      | 0.00 v7.1.0  | Unsatisfiable (0.015s)
SYN729+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.024s)
SYN729-1.p                                                   | Unsatisfiable      | 0.00 v5.3.0  | Unsatisfiable (0.028s)
SYN730+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.008s)
SYN731+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.006s)
SYN731-1.p                                                   | Unsatisfiable      | 0.00 v5.3.0  | Unsatisfiable (0.006s)
SYN731^5.p                                                   | Theorem            | 0.08 v9.1.0  | Error (0.006s)        
SYN732+1.p                                                   | Theorem            | 0.00 v9.1.0  | Unsatisfiable (0.007s)
SYN732^5.p                                                   | Theorem            | 0.08 v9.1.0  | Error (0.006s)        
SYN733+1.p                                                   | Theorem            | 0.05 v9.1.0  | Unsatisfiable (0.007s)
SYN734-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.010s)      
SYN735-1.p                                                   | Satisfiable        | 0.00 v3.1.0  | Timeout (3.011s)      
SYN736-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.011s)      
SYN737-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN738-1.p                                                   | Satisfiable        | 0.00 v3.1.0  | Timeout (3.011s)      
SYN739-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.011s)      
SYN740-1.p                                                   | Satisfiable        | 0.00 v3.1.0  | Timeout (3.011s)      
SYN741-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.012s)      
SYN741^7.p                                                   | ContradictoryAxioms | 0.33 v9.1.0  | Error (0.008s)        
SYN742-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.011s)      
SYN743-1.p                                                   | Satisfiable        | 0.00 v3.5.0  | Timeout (3.011s)      
SYN744-1.p                                                   | Satisfiable        | 0.00 v3.1.0  | Timeout (3.012s)      
SYN745-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.011s)      
SYN746-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN747-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN748-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.012s)      
SYN749-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.011s)      
SYN750-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN751-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN752-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.012s)      
SYN753-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN754-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN755-1.p                                                   | Unsatisfiable      | 0.15 v9.1.0  | Timeout (3.011s)      
SYN756-1.p                                                   | Satisfiable        | 0.00 v3.1.0  | Timeout (3.012s)      
SYN757-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.011s)      
SYN758-1.p                                                   | Unsatisfiable      | 0.31 v9.1.0  | Timeout (3.014s)      
SYN759-1.p                                                   | Unsatisfiable      | 0.23 v9.1.0  | Timeout (3.012s)      
SYN760-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.012s)      
SYN761-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN762-1.p                                                   | Unsatisfiable      | 0.31 v9.1.0  | Timeout (3.011s)      
SYN763-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.012s)      
SYN764-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.011s)      
SYN765-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN766-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN767-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN768-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.011s)      
SYN769-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.012s)      
SYN770-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN771-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN772-1.p                                                   | Satisfiable        | 0.00 v3.1.0  | Timeout (3.011s)      
SYN773-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.011s)      
SYN774-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.012s)      
SYN775-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN776-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.011s)      
SYN777-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.011s)      
SYN778-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN779-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.010s)      
SYN780-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.012s)      
SYN781-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.012s)      
SYN782-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN783-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN784-1.p                                                   | Unsatisfiable      | 0.15 v9.1.0  | Timeout (3.012s)      
SYN785-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.012s)      
SYN786-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.012s)      
SYN787-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.013s)      
SYN788-1.p                                                   | Satisfiable        | 0.00 v8.1.0  | Timeout (3.012s)      
SYN789-1.p                                                   | Satisfiable        | 0.00 v8.1.0  | Timeout (3.012s)      
SYN790-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN791-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.011s)      
SYN792-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN793-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN794-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.012s)      
SYN795-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN796-1.p                                                   | Unsatisfiable      | 0.15 v9.1.0  | Timeout (3.012s)      
SYN797-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.011s)      
SYN798-1.p                                                   | Satisfiable        | 0.00 v5.4.0  | Timeout (3.012s)      
SYN799-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN800-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN801-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.011s)      
SYN802-1.p                                                   | Unsatisfiable      | 0.46 v9.1.0  | Timeout (3.012s)      
SYN803-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN804-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN805-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.011s)      
SYN806-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN807-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN808-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.011s)      
SYN809-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN810-1.p                                                   | Satisfiable        | 0.00 v5.5.0  | Timeout (3.012s)      
SYN811-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.125s)      
SYN812-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (4.040s)      
SYN813-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.062s)      
SYN814-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.150s)      
SYN815-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.413s)      
SYN816-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.424s)      
SYN817-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.458s)      
SYN818-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (4.388s)      
SYN819-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.063s)      
SYN820-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.061s)      
SYN821-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.470s)      
SYN822-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.499s)      
SYN823-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.046s)      
SYN824-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.288s)      
SYN825-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.912s)      
SYN826-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.996s)      
SYN827-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.048s)      
SYN828-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.404s)      
SYN829-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (4.291s)      
SYN830-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (4.406s)      
SYN831-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (4.312s)      
SYN832-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (4.164s)      
SYN833-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.060s)      
SYN834-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.060s)      
SYN835-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.050s)      
SYN836-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.063s)      
SYN837-1.p                                                   | Unsatisfiable      | 0.25 v9.1.0  | Timeout (3.144s)      
SYN838-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (3.474s)      
SYN839-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (4.514s)      
SYN840-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (4.504s)      
SYN841-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (4.509s)      
SYN842-1.p                                                   | Satisfiable        | 0.00 v7.3.0  | Timeout (4.673s)      
SYN843-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.064s)      
SYN844-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.052s)      
SYN845-1.p                                                   | Unsatisfiable      | 0.12 v9.1.0  | Timeout (3.052s)      
