# bench_date,"2026-05-14_00-45-18"
# problem_dir,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN"
# time_limit_seconds,3
# robust_time_limit,false
# size_limit_gb,
# max_clauses,
# mode,"ordered-fallback"
# casc,
# only_ip,false
# version_ip,"05f1a9a"
# version_vampire,"Vampire 5.0.1 (Release build, commit 9eeba91d1 on 2026-05-09 07:13:19 +0100)"
# version_e,"E 3.3.2 Countess Grey (37fde70d516b57cb64294f8fe39bc16ece8198f8)"
# version_zenon,"zenon version 0.8.5 [a270] 2020-10-23"

section,problem,expected_status,rating,ip,ip_time_s,vampire,vampire_time_s,e,e_time_s,zenon,zenon_time_s
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN060+1.p","Theorem","0.00 v5.3.0","Unsatisfiable",0.005955,"Theorem",0.010073,"Theorem",0.004380,"Unsatisfiable",0.013721
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN060-1.p","Unsatisfiable","0.00 v2.0.0","Unsatisfiable",0.006065,"Unsatisfiable",0.009816,"Unsatisfiable",0.004140,"Unsatisfiable",0.013901
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN061+1.p","Theorem","0.00 v4.1.0","Unsatisfiable",0.006037,"Theorem",0.010374,"Theorem",0.004881,"Unsatisfiable",0.013711
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN061-1.p","Unsatisfiable","0.00 v2.0.0","Unsatisfiable",0.005738,"Unsatisfiable",0.010627,"Unsatisfiable",0.004588,"Unsatisfiable",0.014055
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN062+1.p","Theorem","0.00 v5.3.0","Unsatisfiable",0.006405,"Theorem",0.010995,"Theorem",0.005174,"Unsatisfiable",0.014028
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN062-1.p","Unsatisfiable","0.00 v2.0.0","Unsatisfiable",0.007289,"Unsatisfiable",0.011626,"Unsatisfiable",0.004849,"Unsatisfiable",0.014317
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN063+1.p","Theorem","0.00 v5.5.0","Unsatisfiable",0.008241,"Theorem",0.010907,"Theorem",0.004656,"Unsatisfiable",0.013655
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN063-1.p","Unsatisfiable","0.00 v2.0.0","Unsatisfiable",0.007049,"Unsatisfiable",0.009962,"Unsatisfiable",0.004254,"Unsatisfiable",0.013725
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN064+1.p","Theorem","0.00 v5.5.0","Unsatisfiable",0.007645,"Theorem",0.010156,"Theorem",0.004401,"Unsatisfiable",0.013495
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN064-1.p","Unsatisfiable","0.06 v9.1.0","Unsatisfiable",0.005579,"Unsatisfiable",0.009377,"Unsatisfiable",0.003882,"Unsatisfiable",0.013302
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN065+1.p","Theorem","0.00 v6.3.0","Unsatisfiable",0.005287,"Theorem",0.009374,"Theorem",0.004345,"Unsatisfiable",0.014213
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN065-1.p","Unsatisfiable","0.00 v6.1.0","Unsatisfiable",0.005382,"Unsatisfiable",0.013041,"Unsatisfiable",0.004798,"Unsatisfiable",0.014858
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN066+1.p","Theorem","0.05 v9.1.0","Unsatisfiable",0.005217,"Theorem",0.010222,"Theorem",0.004632,"Unsatisfiable",0.014727
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN066-1.p","Unsatisfiable","0.00 v7.1.0","Unsatisfiable",0.005771,"Unsatisfiable",0.012224,"Unsatisfiable",0.004156,"Unsatisfiable",0.028264
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN067+1.p","Theorem","0.15 v9.1.0","Timeout",3.007881,"Theorem",0.036594,"Theorem",0.102354,"Unsatisfiable",0.015705
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN067-1.p","Unsatisfiable","0.31 v9.1.0","Timeout",3.007180,"Unsatisfiable",0.035133,"Unsatisfiable",0.087084,"Timeout",3.665370
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN068+1.p","Theorem","0.00 v5.3.0","Unsatisfiable",0.006958,"Theorem",0.033432,"Theorem",0.010337,"Unsatisfiable",0.013942
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN068-1.p","Unsatisfiable","0.00 v5.4.0","Unsatisfiable",0.006399,"Unsatisfiable",0.012280,"Unsatisfiable",0.004598,"Unsatisfiable",0.013497
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN069+1.p","ContradictoryAxioms","0.00 v6.3.0","Unsatisfiable",0.013101,"ContradictoryAxioms",0.010231,"Theorem",0.005441,"Unsatisfiable",0.014913
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN069-1.p","Unsatisfiable","0.00 v2.0.0","Unsatisfiable",0.012951,"Unsatisfiable",0.012683,"Unsatisfiable",0.004530,"Unsatisfiable",0.014585
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN070+1.p","Theorem","0.00 v5.3.0","Unsatisfiable",0.013294,"Theorem",0.024990,"Theorem",0.004712,"Unsatisfiable",0.023687
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN070-1.p","Unsatisfiable","0.00 v6.3.0","Unsatisfiable",0.030048,"Unsatisfiable",0.010287,"Unsatisfiable",0.004557,"Unsatisfiable",0.014907
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN071+1.p","Theorem","0.00 v5.3.0","Unsatisfiable",0.006686,"Theorem",0.013781,"Theorem",0.006303,"Satisfiable",0.013436
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN071-1.p","Unsatisfiable","0.00 v6.1.0","Unsatisfiable",0.009216,"Unsatisfiable",0.010439,"Unsatisfiable",0.004289,"Satisfiable",0.013498
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN072+1.p","Theorem","0.00 v5.3.0","Unsatisfiable",0.076960,"Theorem",0.028371,"Theorem",0.005773,"Satisfiable",0.014682
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN072-1.p","Unsatisfiable","0.00 v6.1.0","Unsatisfiable",0.076319,"Unsatisfiable",0.026946,"Unsatisfiable",0.004729,"Satisfiable",0.013474
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN073+1.p","Theorem","0.00 v9.1.0","Unsatisfiable",0.005202,"Theorem",0.009669,"Theorem",0.004286,"Unsatisfiable",0.013236
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN073-1.p","Unsatisfiable","0.00 v2.0.0","Unsatisfiable",0.005379,"Unsatisfiable",0.009576,"Unsatisfiable",0.004129,"Unsatisfiable",0.013365
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN074+1.p","Theorem","0.18 v9.1.0","Timeout",3.007271,"Theorem",0.029413,"Theorem",0.005717,"Satisfiable",0.014816
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN074-1.p","Unsatisfiable","0.05 v9.1.0","Unsatisfiable",1.137467,"Unsatisfiable",0.033556,"Unsatisfiable",0.005287,"Timeout",3.499540
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN075+1.p","Theorem","0.18 v9.1.0","Timeout",3.007533,"Theorem",0.036016,"Theorem",0.005947,"Satisfiable",0.121084
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN075-1.p","Unsatisfiable","0.05 v9.0.0","Timeout",3.007671,"Unsatisfiable",0.037464,"Unsatisfiable",0.005773,"Timeout",3.710630
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN076+1.p","Theorem","0.82 v9.1.0","Timeout",3.009745,"Timeout",2.988273,"Timeout",3.047484,"Satisfiable",0.014979
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN076-1.p","Unsatisfiable","0.82 v9.1.0","Unsatisfiable",0.514528,"Timeout",2.956774,"Timeout",3.046345,"Timeout",3.310541
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN077+1.p","Theorem","0.18 v9.1.0","Timeout",3.012266,"Theorem",0.043047,"Theorem",0.006180,"Timeout",24.478116
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN077-1.p","Unsatisfiable","0.09 v9.1.0","Timeout",3.006082,"Unsatisfiable",0.037015,"Unsatisfiable",0.005790,"Timeout",4.717385
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN078+1.p","Theorem","0.06 v9.0.0","Timeout",3.007615,"Theorem",0.032640,"Theorem",0.019522,"Unsatisfiable",0.016574
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN078-1.p","Satisfiable","0.12 v9.1.0","Timeout",3.006740,"Satisfiable",0.030248,"Satisfiable",0.005359,"Timeout",26.886140
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN079+1.p","Theorem","0.00 v5.3.0","Unsatisfiable",0.005711,"Theorem",0.031693,"Theorem",0.004601,"Unsatisfiable",0.013311
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN079-1.p","Unsatisfiable","0.00 v5.3.0","Unsatisfiable",0.005003,"Unsatisfiable",0.009463,"Unsatisfiable",0.004027,"Unsatisfiable",0.012975
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN080+1.p","Theorem","0.00 v6.3.0","Unsatisfiable",0.005325,"Theorem",0.009791,"Theorem",0.004064,"Unsatisfiable",0.013361
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN080-1.p","Unsatisfiable","0.04 v9.1.0","Unsatisfiable",0.004971,"Unsatisfiable",0.009679,"Unsatisfiable",0.004265,"Unsatisfiable",0.013860
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN081+1.p","Theorem","0.00 v9.1.0","Unsatisfiable",0.004908,"Theorem",0.009976,"Theorem",0.004447,"Unsatisfiable",0.013662
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN081-1.p","Unsatisfiable","0.00 v6.3.0","Unsatisfiable",0.005126,"Unsatisfiable",0.010115,"Unsatisfiable",0.004121,"Unsatisfiable",0.013816
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN082+1.p","Theorem","0.00 v9.1.0","Unsatisfiable",0.008966,"Theorem",0.011081,"Theorem",0.004405,"Unsatisfiable",0.014860
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN082-1.p","Unsatisfiable","0.00 v7.1.0","Unsatisfiable",0.009683,"Unsatisfiable",0.011283,"Unsatisfiable",0.004600,"Unsatisfiable",0.014436
result,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SYN/SYN083+1.p","Theorem","0.09 v9.1.0","Unsatisfiable",0.005489,"Theorem",0.011700,"Theorem",0.004615,"Timeout",3.441619
