# bench_date,"2026-05-15_13-13-54"
# problem_dir,"/home/delahayed/problems/TPTP-v9.2.1/Problems/SET"
# home,"/home/delahaye/ip/bench/problems/TPTP-v9.2.1/Problems/SET"
# logs_dir,"/home/delahayed/benchs-ip/logs"
# time_limit_seconds,3
# robust_time_limit,false
# size_limit_gb,
# max_clauses,
# mode,"ordered-fallback"
# casc,
# only_ip,false
# version_ip,"8dfcd15"
# version_vampire,"Vampire 5.0.1 (Release build, commit 9eeba91d1 on 2026-05-09 07:13:19 +0100)"
# version_e,"E 3.3.2 Countess Grey (37fde70d516b57cb64294f8fe39bc16ece8198f8)"
# version_zenon,"zenon version 0.8.5 [a270] 2020-10-23"

section,problem,expected_status,rating,ip,ip_time_s,vampire,vampire_time_s,e,e_time_s,zenon,zenon_time_s
result,"SET783+1.p","Satisfiable","1.00 v3.1.0","Timeout",3.009528,"Timeout",2.948311,"Timeout",3.066361,"Timeout",3.377435
result,"SET784+1.p","Satisfiable","1.00 v3.1.0","Timeout",3.012391,"Timeout",2.931747,"Timeout",3.062063,"Timeout",3.782419
result,"SET785+1.p","Satisfiable","1.00 v3.1.0","Timeout",3.009734,"Timeout",2.968589,"Timeout",3.066537,"Timeout",3.088342
result,"SET786+1.p","Theorem","0.00 v6.1.0","Unsatisfiable",0.007964,"Theorem",0.011940,"Theorem",0.004589,"Unsatisfiable",0.014057
result,"SET786-1.p","Unsatisfiable","0.00 v6.3.0","Unsatisfiable",0.008073,"Unsatisfiable",0.011538,"Unsatisfiable",0.005175,"Unsatisfiable",0.014518
result,"SET787-1.p","Unsatisfiable","0.05 v9.0.0","Timeout",3.007450,"Unsatisfiable",0.072255,"Timeout",3.060738,"Timeout",3.334087
result,"SET788+1.p","Theorem","0.05 v9.1.0","Timeout",3.006571,"Theorem",0.013600,"Theorem",0.004703,"Unsatisfiable",0.016920
result,"SET818-1.p","Unsatisfiable","0.09 v9.1.0","Timeout",3.011880,"Unsatisfiable",0.064314,"Unsatisfiable",0.039680,"Timeout",3.648778
result,"SET819-1.p","Unsatisfiable","0.09 v9.1.0","Timeout",3.011997,"Unsatisfiable",0.036552,"Unsatisfiable",0.038598,"Timeout",3.269417
result,"SET820-1.p","Unsatisfiable","0.36 v9.1.0","Timeout",3.012842,"Unsatisfiable",0.058611,"Unsatisfiable",0.170459,"Timeout",3.629473
result,"SET821-1.p","Unsatisfiable","0.36 v9.1.0","Timeout",3.012180,"Unsatisfiable",0.123156,"Unsatisfiable",0.107873,"Timeout",3.355308
result,"SET822-1.p","Unsatisfiable","0.41 v9.1.0","Timeout",3.012125,"Unsatisfiable",0.057332,"Unsatisfiable",0.141811,"Timeout",3.527045
result,"SET824-1.p","Unsatisfiable","0.09 v9.1.0","Timeout",3.012541,"Unsatisfiable",0.045857,"Unsatisfiable",0.039547,"Unsatisfiable",0.127150
result,"SET825-1.p","Unsatisfiable","0.27 v9.1.0","Timeout",3.011863,"Unsatisfiable",0.051307,"Unsatisfiable",0.164049,"Unsatisfiable",1.658566
result,"SET826-1.p","Unsatisfiable","0.05 v7.4.0","Timeout",3.012283,"Unsatisfiable",0.048193,"Unsatisfiable",0.062136,"Unsatisfiable",0.527391
result,"SET827-1.p","Unsatisfiable","0.05 v7.4.0","Timeout",3.012155,"Unsatisfiable",0.043757,"Unsatisfiable",0.061357,"Unsatisfiable",0.246990
result,"SET828-1.p","Unsatisfiable","0.05 v7.4.0","Timeout",3.012559,"Unsatisfiable",0.020199,"Unsatisfiable",0.062844,"Unsatisfiable",0.311150
result,"SET829-1.p","Unsatisfiable","0.05 v7.4.0","Timeout",3.012132,"Unsatisfiable",0.042259,"Unsatisfiable",0.061512,"Unsatisfiable",0.389710
result,"SET830-1.p","Unsatisfiable","0.50 v9.0.0","Timeout",3.012467,"Unsatisfiable",0.597325,"Unsatisfiable",0.323633,"Timeout",3.369702
